id,filepath,label,subset
2747,D:\LocalUser\42177 Project\raw\Leishmania\0528_155348_3.jpg,leishmania,train
2748,D:\LocalUser\42177 Project\raw\Leishmania\0528_155408_1.jpg,leishmania,test
2749,D:\LocalUser\42177 Project\raw\Leishmania\0528_155408_2.jpg,leishmania,train
2750,D:\LocalUser\42177 Project\raw\Leishmania\0528_155408_3.jpg,leishmania,val
2751,D:\LocalUser\42177 Project\raw\Leishmania\0528_155408_4.jpg,leishmania,test
2752,D:\LocalUser\42177 Project\raw\Leishmania\0528_155408_5.jpg,leishmania,train
2753,D:\LocalUser\42177 Project\raw\Leishmania\0528_155426_1.jpg,leishmania,train
2754,D:\LocalUser\42177 Project\raw\Leishmania\0528_155426_2.jpg,leishmania,test
2755,D:\LocalUser\42177 Project\raw\Leishmania\0528_155426_3.jpg,leishmania,val
2756,D:\LocalUser\42177 Project\raw\Leishmania\0528_155426_4.jpg,leishmania,val
2757,D:\LocalUser\42177 Project\raw\Leishmania\0528_155449_1.jpg,leishmania,test
2758,D:\LocalUser\42177 Project\raw\Leishmania\0528_155449_2.jpg,leishmania,train
2759,D:\LocalUser\42177 Project\raw\Leishmania\0528_155449_3.jpg,leishmania,val
2760,D:\LocalUser\42177 Project\raw\Leishmania\0528_155449_4.jpg,leishmania,train
2761,D:\LocalUser\42177 Project\raw\Leishmania\0528_155526_1.jpg,leishmania,val
2762,D:\LocalUser\42177 Project\raw\Leishmania\0528_155526_2.jpg,leishmania,train
2763,D:\LocalUser\42177 Project\raw\Leishmania\0528_155526_3.jpg,leishmania,train
2764,D:\LocalUser\42177 Project\raw\Leishmania\0528_155526_4.jpg,leishmania,train
2765,D:\LocalUser\42177 Project\raw\Leishmania\0528_155526_5.jpg,leishmania,train
2766,D:\LocalUser\42177 Project\raw\Leishmania\0528_155526_6.jpg,leishmania,train
2767,D:\LocalUser\42177 Project\raw\Leishmania\0528_155526_7.jpg,leishmania,val
2768,D:\LocalUser\42177 Project\raw\Leishmania\0528_155651_1.jpg,leishmania,train
2769,D:\LocalUser\42177 Project\raw\Leishmania\0528_155651_2.jpg,leishmania,val
2770,D:\LocalUser\42177 Project\raw\Leishmania\0528_155651_3.jpg,leishmania,test
2771,D:\LocalUser\42177 Project\raw\Leishmania\0528_155651_4.jpg,leishmania,train
2772,D:\LocalUser\42177 Project\raw\Leishmania\0528_155651_5.jpg,leishmania,train
2773,D:\LocalUser\42177 Project\raw\Leishmania\0528_155651_6.jpg,leishmania,test
2774,D:\LocalUser\42177 Project\raw\Leishmania\0528_155651_7.jpg,leishmania,train
2775,D:\LocalUser\42177 Project\raw\Leishmania\0528_155753_1.jpg,leishmania,val
2776,D:\LocalUser\42177 Project\raw\Leishmania\0528_155753_2.jpg,leishmania,train
2777,D:\LocalUser\42177 Project\raw\Leishmania\0528_155753_3.jpg,leishmania,train
2778,D:\LocalUser\42177 Project\raw\Leishmania\0528_155753_4.jpg,leishmania,test
2779,D:\LocalUser\42177 Project\raw\Leishmania\0528_155753_5.jpg,leishmania,train
2780,D:\LocalUser\42177 Project\raw\Leishmania\0528_155819_1.jpg,leishmania,val
2781,D:\LocalUser\42177 Project\raw\Leishmania\0528_155819_2.jpg,leishmania,train
2782,D:\LocalUser\42177 Project\raw\Leishmania\0528_155819_3.jpg,leishmania,val
2783,D:\LocalUser\42177 Project\raw\Leishmania\0528_155819_4.jpg,leishmania,val
2784,D:\LocalUser\42177 Project\raw\Leishmania\0528_155837_1.jpg,leishmania,test
2785,D:\LocalUser\42177 Project\raw\Leishmania\0528_155837_2.jpg,leishmania,train
2786,D:\LocalUser\42177 Project\raw\Leishmania\0528_155837_3.jpg,leishmania,train
2787,D:\LocalUser\42177 Project\raw\Leishmania\0528_155837_4.jpg,leishmania,train
2788,D:\LocalUser\42177 Project\raw\Leishmania\0528_155855_1.jpg,leishmania,train
2789,D:\LocalUser\42177 Project\raw\Leishmania\0528_155855_2.jpg,leishmania,train
2790,D:\LocalUser\42177 Project\raw\Leishmania\0528_155855_3.jpg,leishmania,test
2791,D:\LocalUser\42177 Project\raw\Leishmania\0528_155855_4.jpg,leishmania,train
2792,D:\LocalUser\42177 Project\raw\Leishmania\0528_155855_5.jpg,leishmania,val
2793,D:\LocalUser\42177 Project\raw\Leishmania\0528_155855_6.jpg,leishmania,train
2794,D:\LocalUser\42177 Project\raw\Leishmania\0528_160017_1.jpg,leishmania,train
2795,D:\LocalUser\42177 Project\raw\Leishmania\0528_160017_2.jpg,leishmania,train
2796,D:\LocalUser\42177 Project\raw\Leishmania\0528_160017_3.jpg,leishmania,val
2797,D:\LocalUser\42177 Project\raw\Leishmania\0528_160017_4.jpg,leishmania,train
2798,D:\LocalUser\42177 Project\raw\Leishmania\0528_160017_5.jpg,leishmania,val
2799,D:\LocalUser\42177 Project\raw\Leishmania\0528_160017_6.jpg,leishmania,val
2800,D:\LocalUser\42177 Project\raw\Leishmania\0528_160029_1.jpg,leishmania,test
2801,D:\LocalUser\42177 Project\raw\Leishmania\0528_160029_2.jpg,leishmania,test
2802,D:\LocalUser\42177 Project\raw\Leishmania\0528_160029_3.jpg,leishmania,val
2803,D:\LocalUser\42177 Project\raw\Leishmania\0528_160029_4.jpg,leishmania,test
2804,D:\LocalUser\42177 Project\raw\Leishmania\0528_160029_5.jpg,leishmania,train
2805,D:\LocalUser\42177 Project\raw\Leishmania\0528_160029_6.jpg,leishmania,test
2806,D:\LocalUser\42177 Project\raw\Leishmania\0528_160029_7.jpg,leishmania,val
2807,D:\LocalUser\42177 Project\raw\Leishmania\0528_160029_8.jpg,leishmania,train
2808,D:\LocalUser\42177 Project\raw\Leishmania\0528_160035_1.jpg,leishmania,val
2809,D:\LocalUser\42177 Project\raw\Leishmania\0528_160035_2.jpg,leishmania,train
2810,D:\LocalUser\42177 Project\raw\Leishmania\0528_160035_3.jpg,leishmania,train
2811,D:\LocalUser\42177 Project\raw\Leishmania\0528_160042_1.jpg,leishmania,train
2812,D:\LocalUser\42177 Project\raw\Leishmania\0528_160042_2.jpg,leishmania,train
2813,D:\LocalUser\42177 Project\raw\Leishmania\0528_160042_3.jpg,leishmania,train
2814,D:\LocalUser\42177 Project\raw\Leishmania\0528_160042_4.jpg,leishmania,train
2815,D:\LocalUser\42177 Project\raw\Leishmania\0528_160049_1.jpg,leishmania,test
2816,D:\LocalUser\42177 Project\raw\Leishmania\0528_160049_2.jpg,leishmania,train
2817,D:\LocalUser\42177 Project\raw\Leishmania\0528_160049_3.jpg,leishmania,val
2818,D:\LocalUser\42177 Project\raw\Leishmania\0528_160049_4.jpg,leishmania,test
2819,D:\LocalUser\42177 Project\raw\Leishmania\0528_160049_5.jpg,leishmania,train
2820,D:\LocalUser\42177 Project\raw\Leishmania\0528_160049_6.jpg,leishmania,val
2821,D:\LocalUser\42177 Project\raw\Leishmania\0528_160109_1.jpg,leishmania,train
2822,D:\LocalUser\42177 Project\raw\Leishmania\0528_160109_2.jpg,leishmania,val
2823,D:\LocalUser\42177 Project\raw\Leishmania\0528_160109_3.jpg,leishmania,test
2824,D:\LocalUser\42177 Project\raw\Leishmania\0528_160109_4.jpg,leishmania,train
2825,D:\LocalUser\42177 Project\raw\Leishmania\0528_160109_5.jpg,leishmania,val
2826,D:\LocalUser\42177 Project\raw\Leishmania\0528_160109_6.jpg,leishmania,test
2827,D:\LocalUser\42177 Project\raw\Leishmania\0528_160109_7.jpg,leishmania,train
2828,D:\LocalUser\42177 Project\raw\Leishmania\0528_160109_8.jpg,leishmania,test
2829,D:\LocalUser\42177 Project\raw\Leishmania\0528_160109_9.jpg,leishmania,train
2830,D:\LocalUser\42177 Project\raw\Leishmania\0528_160136_1.jpg,leishmania,test
2831,D:\LocalUser\42177 Project\raw\Leishmania\0528_160136_10.jpg,leishmania,train
2832,D:\LocalUser\42177 Project\raw\Leishmania\0528_160136_2.jpg,leishmania,test
2833,D:\LocalUser\42177 Project\raw\Leishmania\0528_160136_3.jpg,leishmania,train
2834,D:\LocalUser\42177 Project\raw\Leishmania\0528_160136_4.jpg,leishmania,train
2835,D:\LocalUser\42177 Project\raw\Leishmania\0528_160136_5.jpg,leishmania,train
2836,D:\LocalUser\42177 Project\raw\Leishmania\0528_160136_6.jpg,leishmania,val
2837,D:\LocalUser\42177 Project\raw\Leishmania\0528_160136_7.jpg,leishmania,train
2838,D:\LocalUser\42177 Project\raw\Leishmania\0528_160136_8.jpg,leishmania,train
2839,D:\LocalUser\42177 Project\raw\Leishmania\0528_160136_9.jpg,leishmania,train
2840,D:\LocalUser\42177 Project\raw\Leishmania\0528_160144_1.jpg,leishmania,train
2841,D:\LocalUser\42177 Project\raw\Leishmania\0528_160144_10.jpg,leishmania,train
2842,D:\LocalUser\42177 Project\raw\Leishmania\0528_160144_2.jpg,leishmania,train
2843,D:\LocalUser\42177 Project\raw\Leishmania\0528_160144_3.jpg,leishmania,train
2844,D:\LocalUser\42177 Project\raw\Leishmania\0528_160144_4.jpg,leishmania,val
2845,D:\LocalUser\42177 Project\raw\Leishmania\0528_160144_5.jpg,leishmania,train
2846,D:\LocalUser\42177 Project\raw\Leishmania\0528_160144_6.jpg,leishmania,test
2847,D:\LocalUser\42177 Project\raw\Leishmania\0528_160144_7.jpg,leishmania,train
2848,D:\LocalUser\42177 Project\raw\Leishmania\0528_160144_8.jpg,leishmania,train
2849,D:\LocalUser\42177 Project\raw\Leishmania\0528_160144_9.jpg,leishmania,test
2850,D:\LocalUser\42177 Project\raw\Leishmania\0528_160153_1.jpg,leishmania,test
2851,D:\LocalUser\42177 Project\raw\Leishmania\0528_160153_10.jpg,leishmania,val
2852,D:\LocalUser\42177 Project\raw\Leishmania\0528_160153_2.jpg,leishmania,train
2853,D:\LocalUser\42177 Project\raw\Leishmania\0528_160153_3.jpg,leishmania,train
2854,D:\LocalUser\42177 Project\raw\Leishmania\0528_160153_4.jpg,leishmania,val
2855,D:\LocalUser\42177 Project\raw\Leishmania\0528_160153_5.jpg,leishmania,val
2856,D:\LocalUser\42177 Project\raw\Leishmania\0528_160153_6.jpg,leishmania,train
2857,D:\LocalUser\42177 Project\raw\Leishmania\0528_160153_7.jpg,leishmania,train
2858,D:\LocalUser\42177 Project\raw\Leishmania\0528_160153_8.jpg,leishmania,train
2859,D:\LocalUser\42177 Project\raw\Leishmania\0528_160153_9.jpg,leishmania,train
2860,D:\LocalUser\42177 Project\raw\Leishmania\0528_160200_1.jpg,leishmania,train
2861,D:\LocalUser\42177 Project\raw\Leishmania\0528_160200_10.jpg,leishmania,train
2862,D:\LocalUser\42177 Project\raw\Leishmania\0528_160200_2.jpg,leishmania,val
2863,D:\LocalUser\42177 Project\raw\Leishmania\0528_160200_3.jpg,leishmania,train
2864,D:\LocalUser\42177 Project\raw\Leishmania\0528_160200_4.jpg,leishmania,test
2865,D:\LocalUser\42177 Project\raw\Leishmania\0528_160200_5.jpg,leishmania,val
2866,D:\LocalUser\42177 Project\raw\Leishmania\0528_160200_6.jpg,leishmania,test
2867,D:\LocalUser\42177 Project\raw\Leishmania\0528_160200_7.jpg,leishmania,train
2868,D:\LocalUser\42177 Project\raw\Leishmania\0528_160200_8.jpg,leishmania,train
2869,D:\LocalUser\42177 Project\raw\Leishmania\0528_160200_9.jpg,leishmania,test
2870,D:\LocalUser\42177 Project\raw\Leishmania\0528_160217_1.jpg,leishmania,train
2871,D:\LocalUser\42177 Project\raw\Leishmania\0528_160217_2.jpg,leishmania,train
2872,D:\LocalUser\42177 Project\raw\Leishmania\0528_160217_3.jpg,leishmania,train
2873,D:\LocalUser\42177 Project\raw\Leishmania\0528_160217_4.jpg,leishmania,val
2874,D:\LocalUser\42177 Project\raw\Leishmania\0528_160217_5.jpg,leishmania,val
2875,D:\LocalUser\42177 Project\raw\Leishmania\0528_160217_6.jpg,leishmania,train
2876,D:\LocalUser\42177 Project\raw\Leishmania\0528_160242_1.jpg,leishmania,train
2877,D:\LocalUser\42177 Project\raw\Leishmania\0528_160242_2.jpg,leishmania,val
2878,D:\LocalUser\42177 Project\raw\Leishmania\0528_160242_3.jpg,leishmania,train
2879,D:\LocalUser\42177 Project\raw\Leishmania\0528_160242_4.jpg,leishmania,train
2880,D:\LocalUser\42177 Project\raw\Leishmania\0528_160242_5.jpg,leishmania,train
2881,D:\LocalUser\42177 Project\raw\Leishmania\0528_160305_1.jpg,leishmania,val
2882,D:\LocalUser\42177 Project\raw\Leishmania\0528_160305_2.jpg,leishmania,train
2883,D:\LocalUser\42177 Project\raw\Leishmania\0528_160305_3.jpg,leishmania,train
2884,D:\LocalUser\42177 Project\raw\Leishmania\0528_160305_4.jpg,leishmania,train
2885,D:\LocalUser\42177 Project\raw\Leishmania\0528_160318_1.jpg,leishmania,train
2886,D:\LocalUser\42177 Project\raw\Leishmania\0528_160318_10.jpg,leishmania,train
2887,D:\LocalUser\42177 Project\raw\Leishmania\0528_160318_2.jpg,leishmania,test
2888,D:\LocalUser\42177 Project\raw\Leishmania\0528_160318_3.jpg,leishmania,train
2889,D:\LocalUser\42177 Project\raw\Leishmania\0528_160318_4.jpg,leishmania,train
2890,D:\LocalUser\42177 Project\raw\Leishmania\0528_160318_5.jpg,leishmania,test
2891,D:\LocalUser\42177 Project\raw\Leishmania\0528_160318_6.jpg,leishmania,train
2892,D:\LocalUser\42177 Project\raw\Leishmania\0528_160318_7.jpg,leishmania,val
2893,D:\LocalUser\42177 Project\raw\Leishmania\0528_160318_8.jpg,leishmania,val
2894,D:\LocalUser\42177 Project\raw\Leishmania\0528_160318_9.jpg,leishmania,train
2895,D:\LocalUser\42177 Project\raw\Leishmania\0528_160352_1.jpg,leishmania,test
2896,D:\LocalUser\42177 Project\raw\Leishmania\0528_160352_2.jpg,leishmania,train
2897,D:\LocalUser\42177 Project\raw\Leishmania\0528_160352_3.jpg,leishmania,train
2898,D:\LocalUser\42177 Project\raw\Leishmania\0528_160352_4.jpg,leishmania,train
2899,D:\LocalUser\42177 Project\raw\Leishmania\0528_160401_1.jpg,leishmania,test
2900,D:\LocalUser\42177 Project\raw\Leishmania\0528_160401_2.jpg,leishmania,train
2901,D:\LocalUser\42177 Project\raw\Leishmania\0528_160401_3.jpg,leishmania,train
2902,D:\LocalUser\42177 Project\raw\Leishmania\0528_160401_4.jpg,leishmania,test
2903,D:\LocalUser\42177 Project\raw\Leishmania\0528_160401_5.jpg,leishmania,test
2904,D:\LocalUser\42177 Project\raw\Leishmania\0528_160401_6.jpg,leishmania,train
2905,D:\LocalUser\42177 Project\raw\Leishmania\0528_160401_7.jpg,leishmania,train
2906,D:\LocalUser\42177 Project\raw\Leishmania\0528_160401_8.jpg,leishmania,val
2907,D:\LocalUser\42177 Project\raw\Leishmania\0528_160410_1.jpg,leishmania,test
2908,D:\LocalUser\42177 Project\raw\Leishmania\0528_160410_2.jpg,leishmania,train
2909,D:\LocalUser\42177 Project\raw\Leishmania\0528_160410_3.jpg,leishmania,test
2910,D:\LocalUser\42177 Project\raw\Leishmania\0528_160410_4.jpg,leishmania,test
2911,D:\LocalUser\42177 Project\raw\Leishmania\0528_160410_5.jpg,leishmania,train
2912,D:\LocalUser\42177 Project\raw\Leishmania\0528_160410_6.jpg,leishmania,train
2913,D:\LocalUser\42177 Project\raw\Leishmania\0528_160410_7.jpg,leishmania,val
2914,D:\LocalUser\42177 Project\raw\Leishmania\0528_160410_8.jpg,leishmania,train
2915,D:\LocalUser\42177 Project\raw\Leishmania\0528_160506_1.jpg,leishmania,train
2916,D:\LocalUser\42177 Project\raw\Leishmania\0528_160506_2.jpg,leishmania,train
2917,D:\LocalUser\42177 Project\raw\Leishmania\0528_160506_3.jpg,leishmania,train
2918,D:\LocalUser\42177 Project\raw\Leishmania\0528_160506_4.jpg,leishmania,val
2919,D:\LocalUser\42177 Project\raw\Leishmania\0528_160506_5.jpg,leishmania,train
2920,D:\LocalUser\42177 Project\raw\Leishmania\0528_160506_6.jpg,leishmania,train
2921,D:\LocalUser\42177 Project\raw\Leishmania\0528_160524_1.jpg,leishmania,test
2922,D:\LocalUser\42177 Project\raw\Leishmania\0528_160524_2.jpg,leishmania,test
2923,D:\LocalUser\42177 Project\raw\Leishmania\0528_160524_3.jpg,leishmania,train
2924,D:\LocalUser\42177 Project\raw\Leishmania\0528_160524_4.jpg,leishmania,val
2925,D:\LocalUser\42177 Project\raw\Leishmania\0528_160524_5.jpg,leishmania,train
2926,D:\LocalUser\42177 Project\raw\Leishmania\0528_160524_6.jpg,leishmania,train
2927,D:\LocalUser\42177 Project\raw\Leishmania\0528_160524_7.jpg,leishmania,val
2928,D:\LocalUser\42177 Project\raw\Leishmania\0528_160524_8.jpg,leishmania,train
2929,D:\LocalUser\42177 Project\raw\Leishmania\0528_160547_1.jpg,leishmania,train
2930,D:\LocalUser\42177 Project\raw\Leishmania\0528_160547_2.jpg,leishmania,train
2931,D:\LocalUser\42177 Project\raw\Leishmania\0528_160547_3.jpg,leishmania,train
2932,D:\LocalUser\42177 Project\raw\Leishmania\0528_160547_4.jpg,leishmania,train
2933,D:\LocalUser\42177 Project\raw\Leishmania\0528_160558_1.jpg,leishmania,val
2934,D:\LocalUser\42177 Project\raw\Leishmania\0528_160558_2.jpg,leishmania,train
2935,D:\LocalUser\42177 Project\raw\Leishmania\0528_160558_3.jpg,leishmania,val
2936,D:\LocalUser\42177 Project\raw\Leishmania\0528_160646_1.jpg,leishmania,train
2937,D:\LocalUser\42177 Project\raw\Leishmania\0528_160646_2.jpg,leishmania,train
2938,D:\LocalUser\42177 Project\raw\Leishmania\0528_160646_3.jpg,leishmania,train
2939,D:\LocalUser\42177 Project\raw\Leishmania\0528_160646_4.jpg,leishmania,train
2940,D:\LocalUser\42177 Project\raw\Leishmania\0528_160646_5.jpg,leishmania,train
2941,D:\LocalUser\42177 Project\raw\Leishmania\0528_160646_6.jpg,leishmania,test
2942,D:\LocalUser\42177 Project\raw\Leishmania\0528_160646_7.jpg,leishmania,test
2943,D:\LocalUser\42177 Project\raw\Leishmania\0528_160646_8.jpg,leishmania,test
2944,D:\LocalUser\42177 Project\raw\Leishmania\0528_160657_1.jpg,leishmania,test
2945,D:\LocalUser\42177 Project\raw\Leishmania\0528_160657_2.jpg,leishmania,val
2946,D:\LocalUser\42177 Project\raw\Leishmania\0528_160657_3.jpg,leishmania,test
2947,D:\LocalUser\42177 Project\raw\Leishmania\0528_160657_4.jpg,leishmania,train
2948,D:\LocalUser\42177 Project\raw\Leishmania\0528_160657_5.jpg,leishmania,train
2949,D:\LocalUser\42177 Project\raw\Leishmania\0528_160726_1.jpg,leishmania,val
2950,D:\LocalUser\42177 Project\raw\Leishmania\0528_160726_2.jpg,leishmania,test
2951,D:\LocalUser\42177 Project\raw\Leishmania\0528_160726_3.jpg,leishmania,train
2952,D:\LocalUser\42177 Project\raw\Leishmania\0528_160726_4.jpg,leishmania,test
2953,D:\LocalUser\42177 Project\raw\Leishmania\0528_160726_5.jpg,leishmania,test
2954,D:\LocalUser\42177 Project\raw\Leishmania\0528_160726_6.jpg,leishmania,train
2955,D:\LocalUser\42177 Project\raw\Leishmania\0528_160726_7.jpg,leishmania,train
2956,D:\LocalUser\42177 Project\raw\Leishmania\0528_160750_1.jpg,leishmania,val
2957,D:\LocalUser\42177 Project\raw\Leishmania\0528_160750_2.jpg,leishmania,train
2958,D:\LocalUser\42177 Project\raw\Leishmania\0528_160750_3.jpg,leishmania,test
2959,D:\LocalUser\42177 Project\raw\Leishmania\0528_160750_4.jpg,leishmania,train
2960,D:\LocalUser\42177 Project\raw\Leishmania\0528_160750_5.jpg,leishmania,train
2961,D:\LocalUser\42177 Project\raw\Leishmania\0528_160750_6.jpg,leishmania,train
2962,D:\LocalUser\42177 Project\raw\Leishmania\0528_160758_1.jpg,leishmania,test
2963,D:\LocalUser\42177 Project\raw\Leishmania\0528_160758_10.jpg,leishmania,val
2964,D:\LocalUser\42177 Project\raw\Leishmania\0528_160758_2.jpg,leishmania,test
2965,D:\LocalUser\42177 Project\raw\Leishmania\0528_160758_3.jpg,leishmania,train
2966,D:\LocalUser\42177 Project\raw\Leishmania\0528_160758_4.jpg,leishmania,train
2967,D:\LocalUser\42177 Project\raw\Leishmania\0528_160758_5.jpg,leishmania,test
2968,D:\LocalUser\42177 Project\raw\Leishmania\0528_160758_6.jpg,leishmania,test
2969,D:\LocalUser\42177 Project\raw\Leishmania\0528_160758_7.jpg,leishmania,val
2970,D:\LocalUser\42177 Project\raw\Leishmania\0528_160758_8.jpg,leishmania,train
2971,D:\LocalUser\42177 Project\raw\Leishmania\0528_160758_9.jpg,leishmania,train
2972,D:\LocalUser\42177 Project\raw\Leishmania\0528_160854_1.jpg,leishmania,test
2973,D:\LocalUser\42177 Project\raw\Leishmania\0528_160854_2.jpg,leishmania,train
2974,D:\LocalUser\42177 Project\raw\Leishmania\0528_160854_3.jpg,leishmania,train
2975,D:\LocalUser\42177 Project\raw\Leishmania\0528_160854_4.jpg,leishmania,val
2976,D:\LocalUser\42177 Project\raw\Leishmania\0528_160854_5.jpg,leishmania,train
2977,D:\LocalUser\42177 Project\raw\Leishmania\0528_160854_6.jpg,leishmania,test
2978,D:\LocalUser\42177 Project\raw\Leishmania\0528_160854_7.jpg,leishmania,train
2979,D:\LocalUser\42177 Project\raw\Leishmania\0528_160854_8.jpg,leishmania,train
2980,D:\LocalUser\42177 Project\raw\Leishmania\0528_160908_1.jpg,leishmania,train
2981,D:\LocalUser\42177 Project\raw\Leishmania\0528_160908_2.jpg,leishmania,train
2982,D:\LocalUser\42177 Project\raw\Leishmania\0528_160908_3.jpg,leishmania,val
2983,D:\LocalUser\42177 Project\raw\Leishmania\0528_160908_4.jpg,leishmania,val
2984,D:\LocalUser\42177 Project\raw\Leishmania\0528_160908_5.jpg,leishmania,train
2985,D:\LocalUser\42177 Project\raw\Leishmania\0528_160908_6.jpg,leishmania,train
2986,D:\LocalUser\42177 Project\raw\Leishmania\0528_160908_7.jpg,leishmania,train
2987,D:\LocalUser\42177 Project\raw\Leishmania\0528_160925_1.jpg,leishmania,train
2988,D:\LocalUser\42177 Project\raw\Leishmania\0528_160925_2.jpg,leishmania,train
2989,D:\LocalUser\42177 Project\raw\Leishmania\0528_160925_3.jpg,leishmania,train
2990,D:\LocalUser\42177 Project\raw\Leishmania\0528_160925_4.jpg,leishmania,test
2991,D:\LocalUser\42177 Project\raw\Leishmania\0528_160925_5.jpg,leishmania,test
2992,D:\LocalUser\42177 Project\raw\Leishmania\0528_160925_6.jpg,leishmania,train
2993,D:\LocalUser\42177 Project\raw\Leishmania\0528_160925_7.jpg,leishmania,train
2994,D:\LocalUser\42177 Project\raw\Leishmania\0528_160933_1.jpg,leishmania,test
2995,D:\LocalUser\42177 Project\raw\Leishmania\0528_160933_2.jpg,leishmania,test
2996,D:\LocalUser\42177 Project\raw\Leishmania\0528_160933_3.jpg,leishmania,train
2997,D:\LocalUser\42177 Project\raw\Leishmania\0528_160933_4.jpg,leishmania,test
2998,D:\LocalUser\42177 Project\raw\Leishmania\0528_160933_5.jpg,leishmania,train
2999,D:\LocalUser\42177 Project\raw\Leishmania\0528_161027_1.jpg,leishmania,val
3000,D:\LocalUser\42177 Project\raw\Leishmania\0528_161027_2.jpg,leishmania,train
3001,D:\LocalUser\42177 Project\raw\Leishmania\0528_161027_3.jpg,leishmania,val
3002,D:\LocalUser\42177 Project\raw\Leishmania\0528_161027_4.jpg,leishmania,train
3003,D:\LocalUser\42177 Project\raw\Leishmania\0528_161027_5.jpg,leishmania,train
3004,D:\LocalUser\42177 Project\raw\Leishmania\0528_161040_1.jpg,leishmania,train
3005,D:\LocalUser\42177 Project\raw\Leishmania\0528_161040_10.jpg,leishmania,val
3006,D:\LocalUser\42177 Project\raw\Leishmania\0528_161040_2.jpg,leishmania,test
3007,D:\LocalUser\42177 Project\raw\Leishmania\0528_161040_3.jpg,leishmania,train
3008,D:\LocalUser\42177 Project\raw\Leishmania\0528_161040_4.jpg,leishmania,val
3009,D:\LocalUser\42177 Project\raw\Leishmania\0528_161040_5.jpg,leishmania,train
3010,D:\LocalUser\42177 Project\raw\Leishmania\0528_161040_6.jpg,leishmania,train
3011,D:\LocalUser\42177 Project\raw\Leishmania\0528_161040_7.jpg,leishmania,val
3012,D:\LocalUser\42177 Project\raw\Leishmania\0528_161040_8.jpg,leishmania,val
3013,D:\LocalUser\42177 Project\raw\Leishmania\0528_161040_9.jpg,leishmania,train
3014,D:\LocalUser\42177 Project\raw\Leishmania\0528_161051_1.jpg,leishmania,test
3015,D:\LocalUser\42177 Project\raw\Leishmania\0528_161051_2.jpg,leishmania,train
3016,D:\LocalUser\42177 Project\raw\Leishmania\0528_161051_3.jpg,leishmania,train
3017,D:\LocalUser\42177 Project\raw\Leishmania\0528_161106_1.jpg,leishmania,train
3018,D:\LocalUser\42177 Project\raw\Leishmania\0528_161106_2.jpg,leishmania,train
3019,D:\LocalUser\42177 Project\raw\Leishmania\0528_161106_3.jpg,leishmania,train
3020,D:\LocalUser\42177 Project\raw\Leishmania\0528_161106_4.jpg,leishmania,val
3021,D:\LocalUser\42177 Project\raw\Leishmania\0528_161106_5.jpg,leishmania,train
3022,D:\LocalUser\42177 Project\raw\Leishmania\0528_161106_6.jpg,leishmania,train
3023,D:\LocalUser\42177 Project\raw\Leishmania\0528_161106_7.jpg,leishmania,test
3024,D:\LocalUser\42177 Project\raw\Leishmania\0528_161319_1.jpg,leishmania,train
3025,D:\LocalUser\42177 Project\raw\Leishmania\0528_161319_2.jpg,leishmania,train
3026,D:\LocalUser\42177 Project\raw\Leishmania\0528_161319_3.jpg,leishmania,train
3027,D:\LocalUser\42177 Project\raw\Leishmania\0528_161319_4.jpg,leishmania,test
3028,D:\LocalUser\42177 Project\raw\Leishmania\0528_161319_5.jpg,leishmania,train
3029,D:\LocalUser\42177 Project\raw\Leishmania\0528_161329_1.jpg,leishmania,val
3030,D:\LocalUser\42177 Project\raw\Leishmania\0528_161329_2.jpg,leishmania,test
3031,D:\LocalUser\42177 Project\raw\Leishmania\0528_161329_3.jpg,leishmania,val
3032,D:\LocalUser\42177 Project\raw\Leishmania\0528_161336_1.jpg,leishmania,train
3033,D:\LocalUser\42177 Project\raw\Leishmania\0528_161336_2.jpg,leishmania,train
3034,D:\LocalUser\42177 Project\raw\Leishmania\0528_161336_3.jpg,leishmania,train
3035,D:\LocalUser\42177 Project\raw\Leishmania\0528_161336_4.jpg,leishmania,train
3036,D:\LocalUser\42177 Project\raw\Leishmania\0528_161336_5.jpg,leishmania,train
3037,D:\LocalUser\42177 Project\raw\Leishmania\0528_161355_1.jpg,leishmania,train
3038,D:\LocalUser\42177 Project\raw\Leishmania\0528_161355_10.jpg,leishmania,test
3039,D:\LocalUser\42177 Project\raw\Leishmania\0528_161355_2.jpg,leishmania,train
3040,D:\LocalUser\42177 Project\raw\Leishmania\0528_161355_3.jpg,leishmania,test
3041,D:\LocalUser\42177 Project\raw\Leishmania\0528_161355_4.jpg,leishmania,train
3042,D:\LocalUser\42177 Project\raw\Leishmania\0528_161355_5.jpg,leishmania,train
3043,D:\LocalUser\42177 Project\raw\Leishmania\0528_161355_6.jpg,leishmania,train
3044,D:\LocalUser\42177 Project\raw\Leishmania\0528_161355_7.jpg,leishmania,train
3045,D:\LocalUser\42177 Project\raw\Leishmania\0528_161355_8.jpg,leishmania,train
3046,D:\LocalUser\42177 Project\raw\Leishmania\0528_161355_9.jpg,leishmania,train
3047,D:\LocalUser\42177 Project\raw\Leishmania\0528_161406_1.jpg,leishmania,val
3048,D:\LocalUser\42177 Project\raw\Leishmania\0528_161406_2.jpg,leishmania,train
3049,D:\LocalUser\42177 Project\raw\Leishmania\0528_161406_3.jpg,leishmania,val
3050,D:\LocalUser\42177 Project\raw\Leishmania\0528_161406_4.jpg,leishmania,test
